,LSRCa, LSRCb, LSRCc, L650a, L650b, L650c, LREGa, LREGb, LREGc, L633a, L633b, L633c, L634a, L634b, L634c, L671a, L671b, L671c, L645b, L645c, L646b, L646c, L692a, L692b, L692c, L675a, L675b, L675c, L611c, L652a, L670a, L670b, L670c, L632a, L632b, L632c, L680a, L680b, L680c, L684a, L684c
00:00.0,0,0,0,0,0,0,0,0,0,-0.455590973,-0.227977371,1.062294922,0.39149591064453126,0.8578915405273437,1.1379366455078126,0.9677799682617187,2.113229004,2.306400146484375,0.4233299865722656,0.35020599365234373,1.6901473388671875,1.816669677734375,0,0,0,-0.32750882,-0.172304977,0.2269189758300781,1.316200195,1.6982860107421875,0.7393999633789062,0.9722000122070312,0.594656006,1.0199349365234376,0.25222384643554685,-0.683166443,4.702340332,2.419994873046875,-1.550740112,-0.412730042,-0.088580002
00:00.0,0,0,0,0,0,0,0,0,0,-0.450890991,-0.228903,1.0655059814453125,0.4010849304199219,0.8603108520507813,1.137793945,0.9654600219726562,2.112375977,2.307640137,0.42325,0.3506360168457031,1.690432373046875,1.8044573974609375,0,0,0,-0.344178406,-0.181656006,0.22816801452636717,1.331209961,1.702079102,0.7417499389648438,0.9720999755859375,0.5944520263671875,0.983345947,0.24669418334960938,-0.680286316,4.69077002,2.41514502,-1.548822388,-0.411769989,-0.089720009
00:00.0,0,0,0,0,0,0,0,0,0,-0.454382019,-0.23196402,1.065788086,0.404199219,0.858984619,1.136313965,0.966469971,2.112612060546875,2.300879883,0.4256600036621094,0.3512030029296875,1.6893438720703124,1.8072821044921874,0,0,0,-0.339353271,-0.179348969,0.22882598876953125,1.3269600830078125,1.702699951171875,0.7404300537109375,0.9720999755859375,0.594041992,0.8440068969726563,0.25776119995117186,-0.694706787,4.702692383,2.424751953,-1.549038452,-0.411070007,-0.0895
00:00.0,0,0,0,0,0,0,0,0,0,-0.454174011,-0.233401001,1.0660640869140625,0.40011614990234373,0.860520996,1.0472779541015624,0.9662899780273437,2.112230957,2.300440185546875,0.42608999633789063,0.36012298583984376,1.681580322265625,1.808438477,0,0,0,-0.140282471,-0.079727013,0.22983499145507813,1.325189941,1.708046875,0.7400399780273438,0.971699951,0.5940349731445312,0.8467039794921875,0.2445479736328125,-0.702897217,4.813255371,2.420808105,-1.550625732,-0.411380005,-0.089379997
00:00.0,0,0,0,0,0,0,0,0,0,-0.45459201,-0.230406998,1.064994141,0.3983990478515625,0.8603045654296875,1.0352559814453124,0.9696500244140625,2.108209961,2.298439941,0.42526001,0.3679389953613281,1.674691406,1.8136639404296875,0,0,0,-0.103449615,-0.06040704,0.2279800109863281,1.264380126953125,1.702439941,0.7413800048828125,0.9720999755859375,0.5939620361328125,0.8461079711914062,0.2500523376464844,-0.701647217,4.923918945,2.421233154296875,-1.552674316,-0.412049988,-0.089300003
00:00.0,0,0,0,0,0,0,0,0,0,-0.455086975,-0.230496948,1.063984130859375,0.403958496,0.8584825439453125,1.0336080322265624,0.96973999,2.113619873046875,2.294669922,0.42609002685546876,0.36819503784179686,1.6806419677734374,1.8125474853515624,0,0,0,-0.102934021,-0.059321987,0.22483901977539061,1.198129883,1.7003580322265626,0.7476701049804687,0.9730999755859375,0.594543945,0.861671875,0.2472108459472656,-0.6990578,4.727113281,2.423283935546875,-1.549580322,-0.410959991,-0.089720001
00:00.0,0,0,0,0,0,0,0,0,0,-0.453951965,-0.22692598,1.065736083984375,0.40534808349609375,0.87892749,1.0421859130859374,0.9674100341796875,2.11763916,2.30075,0.42513998413085935,0.36820599365234374,1.669195801,1.810710205078125,0,0,0,-0.100539978,-0.060169022,0.222822998,1.198919922,1.7098809814453124,0.7489099731445312,0.9722999877929688,0.5945999755859375,0.863218018,0.2590126342773437,-0.692515076,4.738870117,2.426243652,-1.5525625,-0.411679993,-0.089480003
00:00.0,0,0,0,0,0,0,0,0,0,-0.455244995,-0.224384003,1.0635560302734375,0.397441162,0.8782473754882812,1.039332031,0.969040039,2.111869141,2.300650146484375,0.41579998779296873,0.3672340087890625,1.679350586,1.811777344,0,0,0,-0.099044617,-0.06030497,0.22260301208496094,1.199149902,1.702448974609375,0.7482999877929688,0.972,0.5957130126953125,0.870828857,0.2518965759277344,-0.679117737,4.744912598,2.426061767578125,-1.550886353,-0.412390015,-0.089119995
00:00.0,0,0,0,0,0,0,0,0,0,-0.455673035,-0.226066025,1.0647979736328126,0.3990986938476562,0.877059326,0.9792540283203125,0.9688099975585938,2.107493164,2.296100098,0.4118299865722656,0.36786398315429686,1.683331298828125,1.8131905517578124,0,0,0,-0.098001221,-0.060618988,0.222677002,1.197530029296875,1.7051920166015626,0.7463399658203125,0.9727999877929687,0.595040039,0.8597689208984375,0.2525235900878906,-0.682723511,4.738176758,2.428058105,-1.408285034,-0.412529968,-0.08925
00:00.0,0,0,0,0,0,0,0,0,0,-0.455234009,-0.225008026,1.0653441162109376,0.4000968933105469,0.8775471801757813,0.9592100219726563,0.969060059,2.110093994140625,2.298590087890625,0.41001998901367187,0.3670929870605469,1.6846988525390625,1.814945801,0,0,0,-0.097399445,-0.044517014,0.22347698974609376,1.1984500732421874,1.7030970458984376,0.745959961,0.9737999877929687,0.595385986,0.8561630249023438,0.2612586669921875,-0.689212769,4.738723633,2.434703857421875,-1.270773804,-0.413420013,-0.089519989
00:00.0,0,0,0,0,0,0,0,0,0,-0.454833984,-0.232043976,1.065176025390625,0.39685797119140626,0.8768607177734375,0.958197998,0.9702000732421875,2.113859130859375,2.304280029296875,0.41092999267578123,0.36705401611328126,1.687293212890625,1.8128394775390626,0,0,0,-0.224273499,-0.110114021,0.22328402709960937,1.1922200927734374,1.707225098,0.74498999,0.972800049,0.5955120849609375,0.8688338623046875,0.250837402,-0.688780579,4.740758789,2.435094970703125,-1.398603394,-0.412109955,-0.089049995
00:00.0,0,0,0,0,0,0,0,0,0,-0.458429993,-0.232414978,1.065011962890625,0.4002073669433594,0.8767225341796875,0.9578400268554688,0.9699500122070313,2.113742919921875,2.297929931640625,0.41132000732421875,0.3661380310058594,1.6775792236328124,1.8130992431640625,0,0,0,-0.33579187,-0.173223007,0.22332901000976563,1.193169922,1.708156982421875,0.7465299682617188,0.9735,0.5950069580078124,0.8783800048828125,0.263782471,-0.683822327,4.739786133,2.437671630859375,-1.397031616,-0.410490021,-0.089239998
00:00.1,0,0,0,0,0,0,0,0,0,-0.456199982,-0.232230026,1.064186035,0.39270855712890623,0.876247803,0.9599759521484375,0.9678399658203125,2.114351806640625,2.300609863,0.40904998779296875,0.3668619995117188,1.675891357421875,1.8114581298828125,0,0,0,-0.508497375,-0.257519989,0.22327899169921875,1.1907000732421875,1.706677001953125,0.7473599853515625,0.973199951,0.5951289672851563,0.8830230102539063,0.25170459,-0.690022888,4.730319336,2.437748047,-1.389467773,-0.410420044,-0.089400009
00:00.1,0,0,0,0,0,0,0,0,0,-0.454051025,-0.230469971,1.0636380615234375,0.3963543701171875,0.8772105712890625,0.9623939819335937,0.9666499633789063,2.115300048828125,2.30827002,0.40880001831054685,0.36386398315429686,1.6567388916015624,1.805282470703125,0,0,0,-0.579110413,-0.296140991,0.2233350067138672,1.193179931640625,1.706606934,0.7452000122070312,0.9735,0.594655029,0.8868541259765625,0.256791016,-0.689290833,4.723884277,2.439301025390625,-1.377395874,-0.410650024,-0.088339996
00:00.1,0,0,0,0,0,0,0,0,0,-0.454729004,-0.221607483,1.0647379150390626,0.3997500305175781,0.8767760009765625,0.9621559448242187,0.9720199584960938,2.116958008,2.312,0.40895001220703125,0.34939999389648435,1.636912109,1.797880615234375,0,0,0,-0.582435608,-0.294411987,0.22315199279785156,1.191560059,1.703867919921875,0.74473999,0.9734000244140625,0.5964180297851562,0.878782959,0.25584437561035156,-0.698957642,4.729101074,2.438420166015625,-1.375724243,-0.40952002,-0.088559998
00:00.1,0,0,0,0,0,0,0,0,0,-0.456237,-0.225673019,1.0653800048828126,0.3985169982910156,0.8832486572265625,0.9604019775390625,0.9690399780273438,2.113379150390625,2.313239990234375,0.40925,0.3491919860839844,1.6411671142578126,1.7961536865234375,0,0,0,-0.581673401,-0.293606995,0.22259397888183594,1.191820068359375,1.7089481201171874,0.7445700073242187,0.9734000244140625,0.5944170532226563,0.8861390380859375,0.25438681030273436,-0.701115906,4.734962402,2.43928125,-1.388709106,-0.410040039,-0.089710007
00:00.1,0,0,0,0,0,0,0,0,0,-0.456221008,-0.225195068,1.064865966796875,0.40107891845703125,0.8851463012695312,0.9637379760742187,0.96972998,2.115578857421875,2.31272998,0.40827996826171875,0.3491150207519531,1.6392093505859375,1.794100830078125,0,0,0,-0.580963623,-0.291579956,0.22205801391601562,1.1938802490234375,1.708489990234375,0.7459999389648437,0.9735999755859375,0.5956449584960938,0.8800018920898437,0.260142822,-0.713502563,4.725527832,2.438887451171875,-1.393899902,-0.411339996,-0.089770004
00:00.1,0,0,0,0,0,0,0,0,0,-0.454756989,-0.225672058,1.063850098,0.39791873168945313,0.8846869506835937,0.9657160034179687,0.9669400024414062,2.115081055,2.31175,0.40752002,0.3554350280761719,1.6367108154296874,1.791088379,0,0,0,-0.581897339,-0.291089996,0.222020996,1.202419922,1.706543945,0.7455000610351562,0.9727999877929687,0.5960349731445312,0.893238037,0.245806396,-0.707042908,4.723015625,2.440735107421875,-1.391930786,-0.41023999,-0.089450005
00:00.1,0,0,0,0,0,0,0,0,0,-0.453546997,-0.228088043,1.064951904296875,0.40131039428710935,0.8194725952148437,0.9673179931640625,0.9658800048828124,2.115102051,2.313510009765625,0.40801001,0.36644796752929687,1.6330357666015625,1.7967313232421875,0,0,0,-0.565113831,-0.289787994,0.221510986,1.1996800537109376,1.7094791259765625,0.74598999,0.9722000122070312,0.595195068,0.904570068,0.26598382568359374,-0.696723083,4.725722656,2.445881836,-1.380758789,-0.410890015,-0.089279999
00:00.1,0,0,0,0,0,0,0,0,0,-0.451506989,-0.227159973,1.0657999267578124,0.3982853393554687,0.5917835693359375,0.9670780639648437,0.9683400268554687,2.116764892578125,2.313939941,0.4100700073242188,0.3677459716796875,1.625174805,1.798310302734375,0,0,0,-0.557903625,-0.29038501,0.22146600341796874,1.189360107421875,1.7119439697265626,0.746290039,0.972199951,0.5963070068359375,0.9108399658203125,0.2528433380126953,-0.697144836,4.729334961,2.452807617,-1.38050708,-0.409019989,-0.089329994
00:00.1,0,0,0,0,0,0,0,0,0,-0.453042969,-0.230694946,1.066036133,0.40068301391601563,0.5918536376953125,0.964134033,0.9691800537109375,2.119008056640625,2.313689941,0.41062002563476563,0.3672359619140625,1.641025634765625,1.8016065673828126,0,0,0,-0.542428589,-0.291368988,0.22211801147460938,1.1877999267578125,1.71785791,0.7461099853515625,0.9725000610351563,0.5970360107421875,0.9153380126953125,0.2570528259277344,-0.699214905,4.746722168,2.446331298828125,-1.385727783,-0.408339996,-0.088869995
00:00.1,0,0,0,0,0,0,0,0,0,-0.455547974,-0.227809021,1.0640718994140625,0.4035306396484375,0.591928955,0.968033936,0.9676400146484375,2.12014209,2.318640137,0.397969971,0.274291992,1.635347656,1.6005899658203124,0,0,0,-0.541706665,-0.291080994,0.2222030029296875,1.1919100341796875,1.710715087890625,0.7465800170898438,0.972800049,0.5980590209960938,0.9244400024414062,0.26035739135742186,-0.671181458,4.747678711,2.431619141,-1.40275293,-0.409429993,-0.089499992
00:00.1,0,0,0,0,0,0,0,0,0,-0.455526001,-0.233388947,1.061226074,0.402846924,0.5917315673828125,0.9676820068359375,0.9681800537109375,2.119831055,2.317260009765625,0.39420001220703127,0.2591050109863281,1.636340087890625,1.7891370849609376,0,0,0,-0.540849121,-0.289390991,0.22188299560546876,1.1921400146484376,1.7048819580078125,0.7466400146484375,0.9737999877929687,0.5962149658203125,0.939923828,0.25312564086914063,-0.688734375,4.738532227,2.428946044921875,-0.971793213,-0.408570038,-0.088860001
00:00.1,0,0,0,0,0,0,0,0,0,-0.454660004,-0.228407043,1.0523538818359375,0.40354714965820315,0.593422363,0.9694100341796875,0.9694500122070312,2.114373047,2.310359863,0.39303997802734375,0.2591939697265625,1.647884766,1.8782652587890625,0,0,0,-0.541850769,-0.289837982,0.22345199584960937,1.198489990234375,1.7011939697265626,0.7453300170898437,0.9734000244140625,0.595947021,0.9401729736328125,0.26674127197265624,-0.687702087,4.747390625,2.430540039,-1.274828979,-0.410090027,-0.088529999
00:00.1,0,0,0,0,0,0,0,0,0,-0.454335022,-0.221743973,1.0569439697265626,0.405094727,0.592619873,0.9712139892578125,0.9700399780273438,2.113662841796875,2.306350098,0.3943099670410156,0.2599129943847656,1.647556396484375,1.8550816650390625,0,0,0,-0.330380524,-0.180621994,0.22343400573730468,1.194699951171875,1.704586914,0.7451300048828124,0.9730999755859375,0.5958490600585937,0.9404561767578125,0.2513399963378906,-0.68777478,4.749458984,2.42790332,-1.27574939,-0.411560028,-0.090059998
00:00.1,0,0,0,0,0,0,0,0,0,-0.455617004,-0.230761978,1.0648460693359374,0.4088740844726563,0.592394287,0.9694960327148437,0.97177002,2.110335205078125,2.299929931640625,0.39470001220703127,0.26076300048828127,1.652174805,1.855696533203125,0,0,0,-0.301435272,-0.165059982,0.22402200317382812,1.1919998779296874,1.710141113,0.7458999633789063,0.9735,0.5962720336914062,0.886593018,0.2687630920410156,-0.688149414,4.745400391,2.415417969,-1.280619995,-0.411160004,-0.088669998
00:00.1,0,0,0,0,0,0,0,0,0,-0.457233032,-0.220373047,1.0667640380859376,0.39958953857421875,0.59140332,0.968697998,0.9721199340820312,2.11248584,2.298390137,0.39620001220703127,0.2613879699707031,1.6496519775390626,1.8574588623046875,0,0,0,-0.301171631,-0.165356995,0.2244219970703125,1.1925,1.7007459716796876,0.7461199951171875,0.973199951,0.5965919799804688,1.219698974609375,0.25892828369140625,-0.699439026,4.730928711,2.68837207,-1.280810303,-0.411,-0.088780006
00:00.1,0,0,0,0,0,0,0,0,0,-0.454020996,-0.218445038,1.066031982421875,0.398060547,0.5921203002929688,0.97137207,0.9713200073242187,2.113488037109375,2.301170166015625,0.39806997680664064,0.2604800109863281,1.651634277,1.860342529296875,0,0,0,-0.299791016,-0.164910019,0.22338699340820312,1.1968900146484376,1.707195068359375,0.7462100830078126,0.9725,0.596457031,1.2751099853515624,0.26311431884765624,-0.715797668,4.73001416,2.547616699,-1.279242798,-0.414110046,-0.089020004
